suite,dataset,method,config_id,search_param,repeat_id,recall,qps,latency_mean_us,latency_p50_us,latency_p95_us,build_time_ms,index_size_mb,peak_rss_mb,query_count,k,metric,threads,git_commit,implementation,raw_log,notes,n_repeats
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=60,median,0.9272111111111111,2499.175910527235,400.1318977938758,388.9352083206177,601.544789969921,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=70,median,0.9293,2226.5963952416587,449.11597006850775,435.9688609838486,681.6809996962546,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=80,median,0.9310333333333334,2010.492194705879,497.39064027865726,482.56292939186096,761.3420486450193,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=90,median,0.9321666666666667,1863.6266458892903,536.5881638394462,521.2370306253433,824.0288123488426,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=100,median,0.9329777777777778,1722.4448113465048,580.5701253314813,563.4576082229614,899.667665362358,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=140,median,0.9352333333333334,1317.9049687805843,758.7800514366892,733.1203669309616,1194.7356164455412,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=180,median,0.9365222222222223,1077.8640551977674,927.7607831690046,894.8184549808502,1476.676203310489,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=220,median,0.9375777777777777,914.0821160429796,1093.9936166008313,1054.275780916214,1756.133884191513,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=260,median,0.9382666666666667,797.3033171558538,1254.2278183003266,1208.8064104318619,2020.3188061714168,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=300,median,0.9387111111111112,708.8875378162829,1410.6609957913558,1359.5335185527802,2282.648533582686,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=340,median,0.939,639.4065031675676,1563.9503118064667,1508.716493844986,2533.3313271403313,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=380,median,0.9392333333333334,583.2983067590551,1714.3886557055844,1658.3409160375595,2781.5774083137508,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
