layer,dataset,method,storage_mode,phase,run_id,repeat_id,workers,search_dram_budget_gib,config_id,search_param,search_width,ablation,cache_mode,beam_width,recall,qps,latency_mean_us,latency_p50_us,latency_p95_us,latency_p99_us,fixed_candidate_recall_at_10,mean_relative_error,p95_relative_error,pairwise_flip_rate,index_size_mb,resident_bytes,cache_bytes,cache_nodes,peak_rss_bytes,ours_4bit_payload_bytes,ours_8bit_payload_bytes,ours_adjacency_bytes,ours_fp32_base_bytes,io_requests_per_query,sectors_4k_per_query,bytes_read_per_query,io_wait_us,distance_compute_us,query_prep_us,queue_compute_us,rerank_us,visited_nodes,distance_evaluations,db1_checks,db1_survivors,full4_candidates,full4_page_reads,rerank_candidates,rerank_page_reads,query_count,source_suite,source_kernel,implementation_fingerprint,native_binary_sha256,input_manifest_sha256,source_index_manifest_sha256,query_split_sha256,query_order_sha256,query_order_seed,shared_graph_sha256,source_graph_sha256,graph_role,direct_io,native_aio,page_size,formal_ready,artifact_path,implementation_parity,git_commit,method_display
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=16,16,,standard,1,0.93225,4.65635,6708260.0,6590880.0,9605580.0,11290900.0,,,,,12021.6,8192,,,12288,,,,,913.111,3652.45,14960400.0,6698010.0,6708170.0,82.7689,6708170.0,5.0837,21.2512,21.2512,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=17,17,,standard,1,0.939,4.52272,6904450.0,6807790.0,9677640.0,11529200.0,,,,,12021.6,8192,,,12288,,,,,942.472,3769.89,15441500.0,6893920.0,6904360.0,87.0115,6904360.0,5.09055,22.1887,22.1887,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=18,18,,standard,1,0.946375,4.3736,7152280.0,7104420.0,10115100.0,11606200.0,,,,,12021.6,8192,,,12288,,,,,971.737,3886.95,15920900.0,7142040.0,7152200.0,73.632,7152200.0,5.06978,23.17,23.17,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=19,19,,standard,1,0.95125,4.19894,7451460.0,7325450.0,10675000.0,12320200.0,,,,,12021.6,8192,,,12288,,,,,1002.4,4009.59,16423300.0,7440960.0,7451380.0,73.4776,7451380.0,5.04428,24.1513,24.1513,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=20,20,,standard,1,0.955875,4.08792,7645890.0,7540270.0,11055500.0,12570800.0,,,,,12021.6,8192,,,12288,,,,,1031.88,4127.54,16906400.0,7634110.0,7645800.0,80.2927,7645800.0,5.63641,25.1187,25.1187,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=21,21,,standard,1,0.96025,3.97113,7887430.0,7766390.0,11129600.0,13214100.0,,,,,12021.6,8192,,,12288,,,,,1062.13,4248.53,17402000.0,7875420.0,7887340.0,86.537,7887340.0,5.35584,26.0987,26.0987,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=22,22,,standard,1,0.9635,3.83413,8163140.0,8069500.0,11807900.0,13794500.0,,,,,12021.6,8192,,,12288,,,,,1091.88,4367.52,17889400.0,8151020.0,8163050.0,79.9413,8163050.0,5.39858,27.0712,27.0712,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=23,23,,standard,1,0.965625,3.71275,8411720.0,8304830.0,12023900.0,13781700.0,,,,,12021.6,8192,,,12288,,,,,1120.2,4480.81,18353400.0,8398640.0,8411620.0,93.6871,8411620.0,5.5441,28.0087,28.0087,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=24,24,,standard,1,0.967875,3.63205,8618490.0,8556770.0,12276400.0,14391700.0,,,,,12021.6,8192,,,12288,,,,,1149.31,4597.23,18830200.0,8605990.0,8618400.0,86.9137,8618400.0,4.99818,28.985,28.985,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=25,25,,standard,1,0.969875,3.54394,8837600.0,8723880.0,12520000.0,14398800.0,,,,,12021.6,8192,,,12288,,,,,1177.86,4711.44,19298100.0,8823750.0,8837500.0,95.4355,8837500.0,5.40632,29.9413,29.9413,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=26,26,,standard,1,0.97125,3.4452,9086240.0,9059800.0,12963500.0,14888000.0,,,,,12021.6,8192,,,12288,,,,,1206.89,4827.57,19773700.0,9072170.0,9086150.0,86.6278,9086150.0,5.34626,30.9163,30.9163,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=27,27,,standard,1,0.973,3.35539,9322610.0,9203880.0,13439800.0,15643900.0,,,,,12021.6,8192,,,12288,,,,,1237.44,4949.76,20274200.0,9308000.0,9322510.0,98.2833,9322510.0,5.38748,31.9125,31.9125,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=28,28,,standard,1,0.97475,3.24956,9618060.0,9563140.0,13656900.0,15822500.0,,,,,12021.6,8192,,,12288,,,,,1266.87,5067.47,20756400.0,9602890.0,9617970.0,88.0866,9617970.0,5.58772,32.9,32.9,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=29,29,,standard,1,0.97675,3.18511,9816460.0,9748780.0,14002800.0,16481300.0,,,,,12021.6,8192,,,12288,,,,,1295.62,5182.47,21227400.0,9800590.0,9816350.0,101.378,9816350.0,5.60114,33.8663,33.8663,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=30,30,,standard,1,0.97775,3.11021,10042600.0,9971880.0,14438000.0,16735600.0,,,,,12021.6,8192,,,12288,,,,,1324.81,5299.25,21705700.0,10026600.0,10042500.0,97.4711,10042500.0,5.32106,34.8513,34.8513,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=40,40,,standard,1,0.9885,2.52258,12388800.0,12318400.0,17892700.0,20039400.0,,,,,12021.6,8192,,,12288,,,,,1607.11,6428.42,26330800.0,12367300.0,12388700.0,98.6607,12388700.0,5.1651,44.6287,44.6287,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=50,50,,standard,1,0.9925,2.12693,14692100.0,14543100.0,21602900.0,23472200.0,,,,,12021.6,8192,,,12288,,,,,1886.58,7546.31,30909700.0,14664600.0,14692000.0,102.201,14692000.0,5.415,54.5262,54.5262,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=60,60,,standard,1,0.99375,1.85631,16856400.0,16588800.0,24906100.0,27183800.0,,,,,12021.6,8192,,,12288,,,,,2156.37,8625.49,35330000.0,16822900.0,16856300.0,101.128,16856300.0,5.36288,64.3375,64.3375,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=70,70,,standard,1,0.995625,1.63849,19093600.0,18964000.0,28197200.0,30699600.0,,,,,12021.6,8192,,,12288,,,,,2423.57,9694.27,39707800.0,19053200.0,19093500.0,106.729,19093500.0,5.48738,74.2237,74.2237,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=80,80,,standard,1,0.9965,1.47429,21227800.0,20925900.0,31733200.0,34555700.0,,,,,12021.6,8192,,,12288,,,,,2684.4,10737.6,43981100.0,21181700.0,21227700.0,112.742,21227700.0,5.43654,84.1363,84.1363,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=90,90,,standard,1,0.997125,1.3393,23332000.0,22791200.0,35129100.0,38291000.0,,,,,12021.6,8192,,,12288,,,,,2945.04,11780.2,48251500.0,23278800.0,23331900.0,105.725,23331900.0,5.66998,94.0613,94.0613,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
